Uniprot_A	Uniprot_B	Gene_A	Gene_B	ORF_A	ORF_B	Alias_A	Alias_B	pmid:method:quality
A0A0B4K823	Q9NFU0	DSCAM1	FMR1	CG17800|DMEL_CG17800	CG6203	FBGN0033159	FBGN0028734	23666178:0004:LC|23764288:0004:LC
A0A0B4K823	Q9VPU1	DSCAM1	DOCK	CG17800|DMEL_CG17800	CG3727|DMEL_CG3727	FBGN0033159	FBGN0010583	23197716:0004:LC|10892653:0047:LC|10892653:0004:LC|10892653:0018:LC
A0A0B4KEN4	A0A0B4KEN4	VANG	VANG	CG8075|DMEL_CG8075	CG8075|DMEL_CG8075	FBGN0015838	FBGN0015838	12941693:0096:LC|14701683:0018:LC|14701683:0004:LC|12941693:0004:LC|19563796:0004:LC
A0A0B4KEN4	A1Z6W3	VANG	PK	CG8075|DMEL_CG8075	CG11084	FBGN0015838	FBGN0003090	32234212:0004:LC|23874239:0004:LC|21552260:0096:LC|21552260:0004:LC|12941693:0004:LC|12941693:0018:LC|12941693:0096:LC|12756182:0004:LC|24998533:0004:LC
A0A0B4KEN4	P31007	VANG	DLG1	CG8075|DMEL_CG8075	CG1725	FBGN0015838	FBGN0001624	14562058:0004:LC|14701683:0004:LC|14562058:0018:LC
A0A0B4KEN4	P51140	VANG	DSH	CG8075|DMEL_CG8075	CG18361	FBGN0015838	FBGN0000499	15937478:0004:LC|32234212:0004:LC|12756182:0004:LC|15937478:0096:LC
A0A0B4KEN4	Q7JUF2	VANG	DGO	CG8075|DMEL_CG8075	CG12342|DMEL_CG12342	FBGN0015838	FBGN0086898	15306567:0004:LC|32234212:0004:LC
A0A0B4KER0	A8JRE3	ROW	WOC	CG8092|DMEL_CG8092	CG5965|DMEL_CG5965	FBGN0033998	FBGN0010328	18981478:0004:LC|25916810:0004:LC
A0A0B4KER0	E1JHT6	ROW	RTNL1	CG8092|DMEL_CG8092	CG33113|DMEL_CG33113	FBGN0033998	FBGN0053113	25294943:0007:LC
A0A0B4KER0	Q9VCU6	ROW	HP1C	CG8092|DMEL_CG8092	CG6990|DMEL_CG6990	FBGN0033998	FBGN0039019	18981478:0004:LC|19352434:0004:LC|25916810:0004:LC
A0A0B4KER0	Q9VWD9	ROW	UBQN	CG8092|DMEL_CG8092	CG14224|DMEL_CG14224	FBGN0033998	FBGN0031057	25916810:0004:LC
A0A0B4KF19	E1JHT6	DMEL\CG6191	RTNL1	CG6191|DMEL_CG6191	CG33113|DMEL_CG33113	FBGN0027581	FBGN0053113	25294943:0007:LC
A0A0B4KF25	A0A0B4LHU7	RCD1	DGT1	CG8233|DMEL_CG8233	CG18041|DMEL_CG18041	FBGN0033897	FBGN0039710	24788516:0004:LC|26243146:0004:LC|24788516:0007:LC
A0A0B4KF25	E2QD16	RCD1	NSL1	CG8233|DMEL_CG8233	CG4699|DMEL_CG4699	FBGN0033897	FBGN0262527	20620954:0004:LC|24788516:0007:LC|24788516:0004:LC|26243146:0004:LC|30819819:0004:LC|21217699:0004:LC
A0A0B4KF25	O02193	RCD1	MOF	CG8233|DMEL_CG8233	CG3025	FBGN0033897	FBGN0014340	16543150:0004:LC|26243146:0004:LC
A0A0B4KF25	Q9V3J8	RCD1	WDS	CG8233|DMEL_CG8233	CG17437	FBGN0033897	FBGN0040066	20620954:0004:LC|26243146:0004:LC
A0A0B4KF25	Q9VGA4	RCD1	MBD-R2	CG8233|DMEL_CG8233	CG10042|DMEL_CG10042	FBGN0033897	FBGN0038016	20620954:0004:LC|26243146:0004:LC|30819819:0004:LC
A0A0B4KF25	Q9VZJ3	RCD1	RCD5	CG8233|DMEL_CG8233	CG1135|DMEL_CG1135	FBGN0033897	FBGN0263832	20620954:0004:LC|26243146:0004:LC|30819819:0004:LC
A0A0B4KFC0	O46036	SHN	CTBP	CG7734|DMEL_CG7734	CG7583	FBGN0003396	FBGN0020496	18506030:0004:LC|19437622:0004:LC
A0A0B4KFC0	P34082	SHN	FAS2	CG7734|DMEL_CG7734	CG3665	FBGN0003396	FBGN0000635	25294943:0096:LC
A0A0B4KFD1	P34082	LRP1	FAS2	CG33087|DMEL_CG33087	CG3665	FBGN0053087	FBGN0000635	25294943:0096:LC
A0A0B4KFP5	P34082	NUAK	FAS2	CG43143|DMEL_CG43143	CG3665	FBGN0262617	FBGN0000635	25294943:0096:LC
A0A0B4KFR5	P18431	KHC-73	SGG	CG8183|DMEL_CG8183	CG2621	FBGN0019968	FBGN0003371	25294943:0007:LC
A0A0B4KFR5	P31007	KHC-73	DLG1	CG8183|DMEL_CG8183	CG1725	FBGN0019968	FBGN0001624	16377571:0004:LC|29185419:0004:LC|23987511:0004:LC
A0A0B4KFZ1	P34082	EGLP4	FAS2	CG4019|DMEL_CG4019	CG3665	FBGN0034885	FBGN0000635	25294943:0096:LC
A0A0B4KG38	A0A0B4KG38	SEMA2B	SEMA2B	CG33960|DMEL_CG33960	CG33960|DMEL_CG33960	FBGN0264273	FBGN0264273	31417095:0114:LC|30827914:0004:LC|31417095:0096:LC
A0A0B4KG38	Q9V4A7	SEMA2B	PLEXB	CG33960|DMEL_CG33960	CG17245	FBGN0264273	FBGN0025740	21521614:0004:LC|31417095:0096:LC
A0A0B4KG50	P18431	BRUCE	SGG	CG6303|DMEL_CG6303	CG2621	FBGN0266717	FBGN0003371	25294943:0007:LC|25294943:0096:LC
A0A0B4KG59	Q9VMT1	PUT	TKV	CG7904|DMEL_CG7904	CG14026|DMEL_CG14026	FBGN0003169	FBGN0003716	20381612:0004:LC|7697720:0004:LC
A0A0B4KG66	Q95S25	MPS1	MAD1	CG7643|DMEL_CG7643	CG2072	FBGN0000063	FBGN0026326	22553353:0004:LC
A0A0B4KG69	E1JHT6	EAR	RTNL1	CG4913|DMEL_CG4913	CG33113|DMEL_CG33113	FBGN0026441	FBGN0053113	25294943:0096:LC
A0A0B4KG69	P18431	EAR	SGG	CG4913|DMEL_CG4913	CG2621	FBGN0026441	FBGN0003371	25294943:0007:LC|25294943:0096:LC
A0A0B4KG70	A0A0B4KGZ0	MTA1-LIKE	MBD-LIKE	CG2244|DMEL_CG2244	CG8208|DMEL_CG8208	FBGN0027951	FBGN0027950	15516265:0096:LC|27117189:0004:LC
A0A0B4KG70	Q24572	MTA1-LIKE	CAF1-55	CG2244|DMEL_CG2244	CG4236	FBGN0027951	FBGN0263979	24920672:0004:LC|27117189:0004:LC|31713634:0004:LC|25294943:0007:LC
A0A0B4KG70	Q94517	MTA1-LIKE	HDAC1	CG2244|DMEL_CG2244	CG7471	FBGN0027951	FBGN0015805	25294943:0007:LC|27117189:0004:LC
A0A0B4KGE5	P42282	BON	TTK	CG5206|DMEL_CG5206	CG1856	FBGN0023097	FBGN0003870	25242320:0004:LC
A0A0B4KGG5	O18335	VIB	RAB11	CG5269|DMEL_CG5269	CG5771|DMEL_CG5771	FBGN0267975	FBGN0015790	22946051:0004:LC|28883096:0004:LC
A0A0B4KGL0	M9NFI9	NRX-1	SPN	CG7050|DMEL_CG7050	CG16757|DMEL_CG16757	FBGN0038975	FBGN0010905	26471740:0096:LC|26471740:0114:LC|26471740:0004:LC|26471740:0018:LC
A0A0B4KGL0	Q9NGK5	NRX-1	NLG2	CG7050|DMEL_CG7050	CG13772|DMEL_CG13772	FBGN0038975	FBGN0031866	21228178:0004:LC|23136438:0004:LC
A0A0B4KGL0	Q9V9S7	NRX-1	RHOGAP100F	CG7050|DMEL_CG7050	CG1976	FBGN0038975	FBGN0039883	26471740:0096:LC|22864612:0018:LC|26471740:0018:LC|22864612:0004:LC
A0A0B4KGM5	E1JHT6	DMEL\CG9727	RTNL1	CG9727|DMEL_CG9727	CG33113|DMEL_CG33113	FBGN0037445	FBGN0053113	25294943:0007:LC
A0A0B4KGP1	P05205	ALH	SU(VAR)205	CG1070|DMEL_CG1070	CG8409	FBGN0261238	FBGN0003607	21472955:0096:LC|11266362:0096:LC
A0A0B4KGS4	P40792	PAK3	RAC1	CG14895|DMEL_CG14895	CG2248	FBGN0044826	FBGN0010333	23007650:0004:LC|15777717:0004:LC
A0A0B4KGS4	Q7KRY7	PAK3	SCRIB	CG14895|DMEL_CG14895	CG5462	FBGN0044826	FBGN0263289	27263975:0004:LC|20501591:0004:LC
A0A0B4KGW6	Q7KVG9	SSDP	CHI	CG7187|DMEL_CG7187	CG3924|DMEL_CG3924	FBGN0011481	FBGN0013764	26312500:0096:LC
A0A0B4KGZ0	O97159	MBD-LIKE	MI-2	CG8208|DMEL_CG8208	CG8103	FBGN0027950	FBGN0262519	15516265:0096:LC|15516265:0018:LC|20733004:0004:LC|20733004:0006:LC|22912596:0004:LC
A0A0B4KGZ0	Q24572	MBD-LIKE	CAF1-55	CG8208|DMEL_CG8208	CG4236	FBGN0027950	FBGN0263979	15516265:0096:LC|27117189:0004:LC|24920672:0004:LC|15516265:0018:LC|15516265:0004:LC
A0A0B4KGZ0	Q94517	MBD-LIKE	HDAC1	CG8208|DMEL_CG8208	CG7471	FBGN0027950	FBGN0015805	15516265:0096:LC|10581020:0004:LC|10581020:0096:LC|11606202:0004:LC
A0A0B4KH64	Q9VHS8	BTZ	Q9VHS8	CG12878|DMEL_CG12878	CG7483	FBGN0045862	FBGN0037573	22961380:0004:LC|14973490:0018:LC|14973490:0004:LC
A0A0B4KHF0	A0A0B4KI27	FER2LCH	FER1HCH	CG1469|DMEL_CG1469	CG2216|DMEL_CG2216	FBGN0015221	FBGN0015222	25294943:0096:LC|25294943:0007:LC
A0A0B4KHI4	E1JHT6	SYP	RTNL1	CG17838|DMEL_CG17838	CG33113|DMEL_CG33113	FBGN0038826	FBGN0053113	25294943:0096:LC
A0A0B4KHI4	M9MRJ4	SYP	MSP300	CG17838|DMEL_CG17838	CG42768|DMEL_CG42768	FBGN0038826	FBGN0261836	32040548:0004:LC|25171822:0004:LC
A0A0B4KHI4	P25158	SYP	OSK	CG17838|DMEL_CG17838	CG10901	FBGN0038826	FBGN0003015	23894566:0004:LC|23213441:0004:LC
A0A0B4KHI4	P42287	SYP	GRK	CG17838|DMEL_CG17838	CG17610	FBGN0038826	FBGN0001137	23894566:0004:LC|23213441:0004:LC
A0A0B4KHJ4	P48462	DHC93AB	FLW	CG3723|DMEL_CG3723	CG2096	FBGN0013812	FBGN0000711	25294943:0096:LC
A0A0B4KHJ4	Q24322	DHC93AB	SEMA1A	CG3723|DMEL_CG3723	CG18405	FBGN0013812	FBGN0011259	25294943:0007:LC|25294943:0096:LC
A0A0B4KHK1	A1ZAY1	SLMB	DLISH	CG3412|DMEL_CG3412	CG10933	FBGN0283468	FBGN0034264	27692068:0004:LC|30606799:0004:LC
A0A0B4KHK1	O77430	SLMB	SKPA	CG3412|DMEL_CG3412	CG16983|DMEL_CG16983	FBGN0283468	FBGN0025637	24068890:0004:LC|23747190:0004:LC|19084407:0004:LC|19171756:0004:LC|25533207:0004:LC|24068890:0007:LC
A0A0B4KHK1	O97143	SLMB	SAK	CG3412|DMEL_CG3412	CG7186	FBGN0283468	FBGN0026371	20852615:0096:LC|23000383:0007:LC|20852615:0004:LC|19171756:0004:LC|19084407:0004:LC|24184099:0004:LC|25646492:0004:LC|24184097:0004:LC|30256714:0004:LC|25688134:0004:LC
A0A0B4KHK1	P07663	SLMB	PER	CG3412|DMEL_CG3412	CG2647	FBGN0283468	FBGN0003068	12432393:0004:LC|18593878:0004:LC
A0A0B4KHK1	P19538	SLMB	CI	CG3412|DMEL_CG3412	CG2125	FBGN0283468	FBGN0004859	17925225:0004:LC|16326393:0096:LC|16386907:0004:LC|23747190:0004:LC|12791275:0004:LC
A0A0B4KHK1	Q07436	SLMB	EX	CG3412|DMEL_CG3412	CG4114	FBGN0283468	FBGN0004583	25522691:0004:LC|24778256:0004:LC|31567070:0004:LC|30606799:0004:LC
A0A0B4KHK1	Q24311	SLMB	CUL1	CG3412|DMEL_CG3412	CG1877	FBGN0283468	FBGN0015509	24068890:0004:LC|23747190:0004:LC|19084407:0004:LC|17925225:0004:LC|24068890:0007:LC
A0A0B4KHK1	Q27403	SLMB	GCM	CG3412|DMEL_CG3412	CG12245	FBGN0283468	FBGN0014179	19346490:0004:LC|28051179:0004:LC|19346490:0007:LC
A0A0B4KHK1	Q8INB9	SLMB	AKT1	CG3412|DMEL_CG3412	CG4006	FBGN0283468	FBGN0010379	24068890:0004:LC|24068890:0006:LC|24413555:0007:LC|24068890:0007:LC
A0A0B4KHK1	Q8INL2	SLMB	CAP-H2	CG3412|DMEL_CG3412	CG14685|DMEL_CG14685	FBGN0283468	FBGN0037831	23530065:0004:LC|25723539:0004:LC
A0A0B4KHK1	Q9V3B8	SLMB	NERFIN-1	CG3412|DMEL_CG3412	CG13906|DMEL_CG13906	FBGN0283468	FBGN0028999	29154825:0004:LC
A0A0B4KHK1	Q9VMS4	SLMB	VRI	CG3412|DMEL_CG3412	CG14029|DMEL_CG14029	FBGN0283468	FBGN0016076	25242320:0004:LC
A0A0B4KHK1	Q9W5E1	SLMB	ROC1A	CG3412|DMEL_CG3412	CG16982	FBGN0283468	FBGN0025638	24068890:0004:LC|23747190:0004:LC|24068890:0007:LC
A0A0B4KHT3	Q9V3I2	LRRK	RAB5	CG5483|DMEL_CG5483	CG3664|DMEL_CG3664	FBGN0038816	FBGN0014010	25288684:0004:LC|22171073:0004:LC|22171073:0007:LC
A0A0B4KI34	P34082	CINDR	FAS2	CG31012|DMEL_CG31012	CG3665	FBGN0027598	FBGN0000635	25294943:0096:LC
A0A0B4LEZ3	Q27571	NOT1	NOS	CG34407|DMEL_CG34407	CG6713	FBGN0085436	FBGN0011676	31863588:0004:LC|26968986:0004:LC
A0A0B4LEZ3	Q7K126	NOT1	NOT3	CG34407|DMEL_CG34407	CG8426|DMEL_CG8426	FBGN0085436	FBGN0033029	23303381:0004:LC|31863588:0004:LC|20504953:0004:LC
A0A0B4LEZ3	Q8IMX1	NOT1	TWIN	CG34407|DMEL_CG34407	CG31137|DMEL_CG31137	FBGN0085436	FBGN0011725	20504953:0004:LC|31724732:0004:LC|26240377:0004:LC|24286029:0004:LC|23303381:0004:LC
A0A0B4LEZ3	Q8SY33	NOT1	GW	CG34407|DMEL_CG34407	CG31992	FBGN0085436	FBGN0051992	21981923:0007:LC|21981923:0004:LC|21981923:0006:LC|23172285:0004:LC
A0A0B4LEZ3	Q94547	NOT1	RGA	CG34407|DMEL_CG34407	CG2161	FBGN0085436	FBGN0017550	23303381:0004:LC|31863588:0004:LC|20504953:0004:LC
A0A0B4LEZ3	X2JCC3	NOT1	POP2	CG34407|DMEL_CG34407	CG5684|DMEL_CG5684	FBGN0085436	FBGN0036239	25294943:0096:LC|20504953:0004:LC|25294943:0007:LC|22977175:0007:LC|23303381:0004:LC|22977175:0004:LC
A0A0B4LGN7	A4IJ70	DPR16	DIP-EPSILON	CG12591|DMEL_CG12591	CG42368|DMEL_CG42368	FBGN0037295	FBGN0259714	23827685:0004:LC|26687361:0004:LC
A0A0B4LGN7	Q9VAR6	DPR16	DIP-GAMMA	CG12591|DMEL_CG12591	CG14521|DMEL_CG14521	FBGN0037295	FBGN0039617	30467080:0096:LC|23827685:0004:LC|26687361:0004:LC
A0A0B4LGN7	Q9VLF0	DPR16	DIP-ZETA	CG12591|DMEL_CG12591	CG31708|DMEL_CG31708	FBGN0037295	FBGN0051708	23827685:0004:LC|26687361:0004:LC
A0A0B4LH08	E1JHT6	CG3996	RTNL1	CG42795|DMEL_CG42795	CG33113|DMEL_CG33113	FBGN0261928	FBGN0053113	25294943:0007:LC
A0A0B4LH08	P18431	CG3996	SGG	CG42795|DMEL_CG42795	CG2621	FBGN0261928	FBGN0003371	25294943:0007:LC|25294943:0096:LC
A0A0B4LH08	Q24322	CG3996	SEMA1A	CG42795|DMEL_CG42795	CG18405	FBGN0261928	FBGN0011259	25294943:0096:LC
A0A0B4LHU7	E2QD16	DGT1	NSL1	CG18041|DMEL_CG18041	CG4699|DMEL_CG4699	FBGN0039710	FBGN0262527	24788516:0004:LC|20620954:0004:LC|24788516:0114:LC|30819819:0004:LC|24788516:0007:LC
A0A0B4LHU7	O02193	DGT1	MOF	CG18041|DMEL_CG18041	CG3025	FBGN0039710	FBGN0014340	24788516:0004:LC|16543150:0004:LC|24788516:0007:LC|30819819:0004:LC
A0A0B4LHU7	Q9V3J8	DGT1	WDS	CG18041|DMEL_CG18041	CG17437	FBGN0039710	FBGN0040066	24788516:0004:LC|24788516:0096:LC|24788516:0007:LC|24788516:0114:LC|24788516:0065:LC
A0A0B4LHU7	Q9VZJ3	DGT1	RCD5	CG18041|DMEL_CG18041	CG1135|DMEL_CG1135	FBGN0039710	FBGN0263832	20620954:0004:LC|24788516:0007:LC|24788516:0004:LC|30819819:0004:LC|24788516:0096:LC
A0A0B4LIC4	P34082	DMEL\CG15803	FAS2	CG15803|DMEL_CG15803	CG3665	FBGN0038606	FBGN0000635	25294943:0096:LC
A0A0C4DHF6	Q9VDW6	DG	DYS	CG18250|DMEL_CG18250	CG34157	FBGN0034072	FBGN0260003	17215867:0096:LC|17355978:0096:LC
A0A0C4DHN4	B7Z153	DPR21	DIP-BETA	CG42596|DMEL_CG42596	CG42343|DMEL_CG42343	FBGN0260995	FBGN0259245	30467080:0096:LC|26687361:0004:LC
A1Z6E0	P09052	GUS	VAS	CG2944	CG46283	FBGN0026238	FBGN0283442	20123973:0006:LC|20123973:0007:LC|16498413:0065:LC|16498413:0096:LC
A1Z6H9	A8JNC7	DPR12	DIP-DELTA	CG14469|CG34385|DMEL_CG34385	CG34391|DMEL_CG34391	FBGN0085414	FBGN0085420	30467080:0096:LC|23827685:0004:LC|26687361:0004:LC
A1Z6H9	Q9VDD5	DPR12	CDIP	CG14469|CG34385|DMEL_CG34385	CG10824|DMEL_CG10824	FBGN0085414	FBGN0038865	23827685:0004:LC|26687361:0004:LC
A1Z6I7	Q24044	BUBR1	FZY	CG7838|DMEL_CG7838	CG4274|DMEL_CG4274	FBGN0263855	FBGN0001086	26553926:0004:LC|23685359:0006:LC|20421417:0004:LC|23685359:0004:LC|31913420:0004:LC
A1Z6M0	P25439	BAP170	BRM	CG3274|DMEL_CG3274	CG5942	FBGN0042085	FBGN0000212	10809665:0004:LC|15060132:0004:LC
A1Z6P3	A1Z9J3	EB1	SHOT	CG3265|DMEL_CG3265	CG18076|DMEL_CG18076	FBGN0027066	FBGN0013733	23885120:0090:LC|23885120:0004:LC|20335501:0004:LC|12842007:0004:LC
A1Z6P3	Q9VJE5	EB1	CLIP-190	CG3265|DMEL_CG3265	CG5020	FBGN0027066	FBGN0020503	16105886:0004:LC|21965297:0004:LC
A1Z6W3	A1Z6W3	PK	PK	CG11084	CG11084	FBGN0003090	FBGN0003090	12941693:0096:LC|24998533:0004:LC|12941693:0004:LC
A1Z6W3	P51140	PK	DSH	CG11084	CG18361	FBGN0003090	FBGN0000499	15937478:0004:LC|15937478:0096:LC|15937478:0405:LC|26801180:0004:LC|12015986:0004:LC
A1Z6W3	Q24292	PK	DS	CG11084	CG17941	FBGN0003090	FBGN0284247	26505959:0004:LC|24998533:0004:LC
A1Z6W3	Q24533	PK	D	CG11084	CG5893	FBGN0003090	FBGN0000411	24998533:0004:LC|26505959:0004:LC
A1Z6W3	Q7JUF2	PK	DGO	CG11084	CG12342|DMEL_CG12342	FBGN0003090	FBGN0086898	21552260:0096:LC|15306567:0004:LC|21552260:0004:LC
A1Z6W6	E1JHT6	DMEL\CG1850	RTNL1	CG1850|DMEL_CG1850	CG33113|DMEL_CG33113	FBGN0033154	FBGN0053113	25294943:0007:LC
A1Z6Z8	A1Z7S3	DIDUM	RAB32	CG2146|DMEL_CG2146	CG8024|DMEL_CG8024	FBGN0261397	FBGN0002567	18585038:0004:LC|18585038:0018:LC|25940004:0004:LC
A1Z6Z8	O18335	DIDUM	RAB11	CG2146|DMEL_CG2146	CG5771|DMEL_CG5771	FBGN0261397	FBGN0015790	18585038:0004:LC|23376974:0004:LC|25940004:0004:LC|17517962:0004:LC|17517962:0018:LC
A1Z6Z8	P18431	DIDUM	SGG	CG2146|DMEL_CG2146	CG2621	FBGN0261397	FBGN0003371	25294943:0007:LC|25294943:0096:LC
A1Z6Z8	P25158	DIDUM	OSK	CG2146|DMEL_CG2146	CG10901	FBGN0261397	FBGN0003015	27923120:0004:LC|19481457:0004:LC
A1Z6Z8	P34082	DIDUM	FAS2	CG2146|DMEL_CG2146	CG3665	FBGN0261397	FBGN0000635	25294943:0007:LC|25294943:0096:LC
A1Z6Z8	P54357	DIDUM	MLC-C	CG2146|DMEL_CG2146	CG3201	FBGN0261397	FBGN0004687	18585038:0004:LC|16917818:0004:LC|15980429:0004:LC
A1Z6Z8	P62152	DIDUM	CAM	CG2146|DMEL_CG2146	CG8472	FBGN0261397	FBGN0000253	15980429:0004:LC|18585038:0004:LC
A1Z6Z8	Q24322	DIDUM	SEMA1A	CG2146|DMEL_CG2146	CG18405	FBGN0261397	FBGN0011259	25294943:0096:LC
A1Z7A6	P18431	ASAP	SGG	CG30372	CG2621	FBGN0050372	FBGN0003371	25294943:0007:LC|25294943:0096:LC
A1Z7A6	P34082	ASAP	FAS2	CG30372	CG3665	FBGN0050372	FBGN0000635	25294943:0007:LC|25294943:0096:LC
A1Z7K9	Q95RR8	PAN2	PAN3	CG8232	CG11486	FBGN0033352	FBGN0035397	24880343:0007:LC
A1Z7L1	E1JHT6	FANCI	RTNL1	CG13745|DMEL_CG13745	CG33113|DMEL_CG33113	FBGN0033354	FBGN0053113	25294943:0007:LC
A1Z7L8	P34082	BABO	FAS2	CG8224|DMEL_CG8224	CG3665	FBGN0011300	FBGN0000635	25294943:0096:LC
A1Z7N6	Q8IQK4	BOOT	NXF3	CG13741|DMEL_CG13741	CG32135|DMEL_CG32135	FBGN0033374	FBGN0263232	31416967:0004:LC|31398345:0004:LC
A1Z7P5	Q32KD2	SU(VAR)2-10	EGG	CG8068|DMEL_CG8068	CG12196	FBGN0003612	FBGN0086908	31901446:0004:LC|32499524:0004:LC
A1Z7P5	Q9VKM1	SU(VAR)2-10	PIWI	CG8068|DMEL_CG8068	CG6122	FBGN0003612	FBGN0004872	31901446:0004:LC|32499524:0004:LC
A1Z802	Q7K0L8	LSM11	FLASH	CG12924|DMEL_CG12924	CG4616|DMEL_CG4616	FBGN0033450	FBGN0033806	24145821:0004:LC|21525146:0004:LC|19854135:0004:LC|19854135:0018:LC
A1Z847	E1JHT6	DMEL\CG2269	RTNL1	CG2269|DMEL_CG2269	CG33113|DMEL_CG33113	FBGN0033484	FBGN0053113	25294943:0007:LC
A1Z898	P02299	CAF1-105	HIS3|HIS3:CG31613|HIS3:CG33803|HIS3:CG33806|HIS3:CG33809|HIS3:CG33812|HIS3:CG33815|HIS3:CG33818|HIS3:CG33821|HIS3:CG33824|HIS3:CG33827|HIS3:CG33830|HIS3:CG33833|HIS3:CG33836|HIS3:CG33839|HIS3:CG33842|HIS3:CG33845|HIS3:CG33848|HIS3:CG33851|HIS3:CG33854|HIS3:CG33857|HIS3:CG33860|HIS3:CG33863|HIS3:CG33866	CG12892|DMEL_CG12892	CG31613|CG33803|CG33806|CG33809|CG33812|CG33815|CG33818|CG33821|CG33824|CG33827|CG33830|CG33833|CG33836|CG33839|CG33842|CG33845|CG33848|CG33851|CG33854|CG33857|CG33860|CG33863|CG33866	FBGN0033526	FBGN0001199|FBGN0051613|FBGN0053803|FBGN0053806|FBGN0053809|FBGN0053812|FBGN0053815|FBGN0053818|FBGN0053821|FBGN0053824|FBGN0053827|FBGN0053830|FBGN0053833|FBGN0053836|FBGN0053839|FBGN0053842|FBGN0053845|FBGN0053848|FBGN0053851|FBGN0053854|FBGN0053857|FBGN0053860|FBGN0053863|FBGN0053866	28320872:0004:LC|23810557:0004:LC
A1Z898	Q24572	CAF1-105	CAF1-55	CG12892|DMEL_CG12892	CG4236	FBGN0033526	FBGN0263979	23810557:0004:LC|11533245:0004:LC|8887645:0004:LC
A1Z898	Q9V464	CAF1-105	ASF1	CG12892|DMEL_CG12892	CG9383	FBGN0033526	FBGN0029094	11533245:0004:LC|19782028:0004:LC
A1Z898	Q9W3D1	CAF1-105	CAF1-180	CG12892|DMEL_CG12892	CG12109|DMEL_CG12109	FBGN0033526	FBGN0030054	27838630:0004:LC|11533245:0004:LC|23810557:0004:LC
A1Z8I0	Q8IRE3	DMEL\CG9067	GRY	CG9067|DMEL_CG9067	CG17569|DMEL_CG17569	FBGN0033605	FBGN0286567	29273580:0004:LC
A1Z8P9	Q95S25	MTOR	MAD1	CG8274	CG2072	FBGN0013756	FBGN0026326	30333236:0004:LC|31913420:0004:LC
A1Z8P9	Q9VGA4	MTOR	MBD-R2	CG8274	CG10042|DMEL_CG10042	FBGN0013756	FBGN0038016	16543150:0004:LC|20620954:0004:LC
A1Z8R2	E1JHT6	ADD1	RTNL1	CG8290|DMEL_CG8290	CG33113|DMEL_CG33113	FBGN0026573	FBGN0053113	25294943:0096:LC
A1Z8R2	P05205	ADD1	SU(VAR)205	CG8290|DMEL_CG8290	CG8409	FBGN0026573	FBGN0003607	24990964:0004:LC|25437195:0004:LC
A1Z8S6	P34082	PDS5	FAS2	CG17509|DMEL_CG17509	CG3665	FBGN0260012	FBGN0000635	25294943:0096:LC
A1Z8S6	Q9W157	PDS5	BRCA2	CG17509|DMEL_CG17509	CG30169	FBGN0260012	FBGN0050169	22293751:0007:LC|22293751:0004:LC|25588834:0004:LC
A1Z8U0	Q9VAX8	PRP8	DMEL\CG4849	CG8877|DMEL_CG8877	CG4849|DMEL_CG4849	FBGN0033688	FBGN0039566	24722212:0004:LC
A1Z8U0	Q9VUV9	PRP8	L(3)72AB	CG8877|DMEL_CG8877	CG5931	FBGN0033688	FBGN0263599	24722212:0004:LC
A1Z8U0	Q9W032	PRP8	ECD	CG8877|DMEL_CG8877	CG5714	FBGN0033688	FBGN0000543	24722212:0004:LC
A1Z8W8	O18332	GARZ	RAB1	CG8487|DMEL_CG8487	CG3320|DMEL_CG3320	FBGN0264560	FBGN0285937	28100664:0004:LC|25453831:0004:LC
A1Z913	A1Z916	VIS	ACHI	CG8821|DMEL_CG8821	CG8819|DMEL_CG8819	FBGN0033748	FBGN0033749	25242320:0004:LC
A1Z913	Q9VRF3	VIS	DMEL\CG15445	CG8821|DMEL_CG8821	CG15445|DMEL_CG15445	FBGN0033748	FBGN0031161	25242320:0004:LC
A1Z916	Q9VRF3	ACHI	DMEL\CG15445	CG8819|DMEL_CG8819	CG15445|DMEL_CG15445	FBGN0033749	FBGN0031161	25242320:0004:LC
A1Z987	P91663	CAP-G	BARR	CG34438|DMEL_CG34438	CG10726	FBGN0259876	FBGN0014127	23637630:0004:LC|19475384:0004:LC
A1Z9C4	E1JHT6	DMEL\CG4744	RTNL1	CG4744|DMEL_CG4744	CG33113|DMEL_CG33113	FBGN0033834	FBGN0053113	25294943:0096:LC
A1Z9D7	Q9V407	ARR	AXN	CG5912|DMEL_CG5912	CG7926	FBGN0000119	FBGN0026597	29408853:0004:LC|12711303:0004:LC
A1Z9E2	P04197	MIP120	MYB	CG6061	CG9045	FBGN0033846	FBGN0002914	12490953:0004:LC|18316477:0004:LC|17403774:0004:LC|12490953:0019:LC|15545624:0004:LC|15545624:0006:LC|21969598:0007:LC|21969598:0004:LC
A1Z9E2	P34082	MIP120	FAS2	CG6061	CG3665	FBGN0033846	FBGN0000635	25294943:0096:LC
A1Z9E2	Q24472	MIP120	RBF	CG6061	CG7413	FBGN0033846	FBGN0015799	15479636:0019:LC|15479636:0007:LC|15479636:0004:LC|15545624:0004:LC|15545624:0006:LC
A1Z9E2	Q24572	MIP120	CAF1-55	CG6061	CG4236	FBGN0033846	FBGN0263979	15545624:0004:LC|12490953:0004:LC|12490953:0019:LC|15545624:0006:LC
